"","Species","SpecCode.x","Genus.x","SpeciesRefNo","Author","PicPreferredName","FamCode","GenCode","BodyShapeI","Source","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AirBreathing","Vulnerability","Length","LTypeMaxM","MaxLengthRef","PriceCateg","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","UsedasBait","Aquarium","GameFish","Dangerous","Electrogenic","GoogleImage","Comments","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","SpecCode.y","Genus.y","Family","Order","Class","SuperClass","Phylum","AreaCode","StockCode","Status","FAO","Invasive","MaxLengthTL","Troph","TempPrefMin","TempPrefMean","TempPrefMax"
"268","Epinephelus aeneus",426,"Epinephelus",5222,"(Geoffroy Saint-Hilaire, 1817)","Epaen_u1.jpg",798,7755,"fusiform / normal","R",0,0,1,1,"demersal","WaterAssumed",58.02,120,"TL",5222,"very high",0,1,0,0,0,1,0,0,1,1,"experimental","never/rarely","never/rarely",1,"harmless","no special ability",1,"Adults are found on rocky or mud-sand bottom; juveniles have been taken in coastal lagoons and estuaries (Ref. 5222, 57293).  In the west African waters, diet comprise of fishes (58%), stomatopods (21%), crabs (10%), and cephalopods (10%).  It is a protogynous hermaphrodite.  The seasonal migration of the species off the coast of Senegal is influenced by the seasonal upwelling off Senegal and Mauritania.  Utilized fresh and smoked (Ref. 9987).  Highly esteemed in the market of West Africa (Ref. 5377).",0.5,0,2,1990-10-17,1307,2015-03-19 21:42:34,426,"Epinephelus","Epinephelidae","Perciformes/Serranoidei","Teleostei","Osteichthyes","Chordata",37,440,"native","Mediterranean and Black Sea","No",120,4.01999998092651,14.8,17.1,20.2
"269","Epinephelus areolatus",5367,"Epinephelus",5222,"(Forsskål, 1775)","Epare_u8.jpg",798,7755,"short and / or deep","R",0,0,0,1,"reef-associated","WaterAssumed",59.32,47,"TL",27266,"very high",0,0,0,1,0,0,0,0,1,1,"commercial","never/rarely","never/rarely",0,"harmless","no special ability",1,"Usually found in seagrass beds or on fine sediment bottoms near rocky reefs, dead coral, or alcyonarians (Ref. 5222), in shallow continental shelf waters (Ref. 27353).  Juveniles are common at water depths to 80 m (Ref. 6390).  Probably spawn during restricted periods and form aggregations when doing so (Ref. 27352).  Eggs and early larvae are probably pelagic (Ref. 6390).  Feed on fish and benthic invertebrates, primarily prawns and crabs (Ref. 4787, 27354). Caught with hook-and-line, traps, and trawls; common in the markets of Hong Kong, Singapore and probably throughout its range (Ref. 39231).",0.5,0,3,1992-04-01,65,2021-07-19,5367,"Epinephelus","Epinephelidae","Perciformes/Serranoidei","Teleostei","Osteichthyes","Chordata",NA,NA,NA,NA,"Yes",47,3.74000000953674,22.4,26.9,28.4
"270","Epinephelus caninus",9217,"Epinephelus",5222,"(Valenciennes, 1843)","Epcan_u0.jpg",798,7755,"fusiform / normal","R",0,0,0,1,"demersal","WaterAssumed",87.06,164,"TL",89707,"very high",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Occurs on sandy mud bottoms (Ref. 3589).  Feeds on fishes and invertebrates (Ref. 5506).  Maximum weight of 78 kilograms reported by Jose Manuel, Spain (05/05).",0.5,0,14,1994-03-24,2291,2013-09-02,9217,"Epinephelus","Epinephelidae","Perciformes/Serranoidei","Teleostei","Osteichthyes","Chordata",37,9540,"native","Mediterranean and Black Sea","No",164,3.76999998092651,12.3,14.9,17.2
"271","Epinephelus coioides",6465,"Epinephelus",5222,"(Hamilton, 1822)","Epcoi_uc.jpg",798,7755,"fusiform / normal","R",0,0,1,1,"reef-associated","WaterAssumed",57.51,120,"TL",47613,"high",0,0,0,1,0,1,0,1,1,0,"commercial","never/rarely","never/rarely",0,"harmless","no special ability",1,"Inhabit turbid coastal reefs (Ref. 9710) and are often found in brackish water (Ref. 27362) over mud and rubble (Ref. 6390).  Solitary (Ref 90102).  Juveniles are common in shallow waters of estuaries over sand, mud and gravel and among mangroves (Ref. 6390).  Feed on small fishes, shrimps, and crabs.  Probably spawn during restricted periods and form aggregations when doing so (Ref. 27352).  Females mature at 25 to 30 cm (2 to 3 years old), and sexual transition occurs at 55 to 75 cm (Ref. 39231). Eggs and early larvae are probably pelagic (Ref. 6390).  Has been tested in several countries as a potential species for mariculture (Ref. 43448). Caught with hook-and-line, traps, trawls, and lift nets. Common and expensive in markets of the region; sold fresh and kept alive at restaurants in Asian countries (e.g. Hong Kong and Taiwan Province of China) (Ref. 39231).",0.5,0,14,1992-10-14,14,2019-02-18,6465,"Epinephelus","Epinephelidae","Perciformes/Serranoidei","Teleostei","Osteichthyes","Chordata",37,6787,"introduced","Mediterranean and Black Sea","Yes",120,4.03999996185303,24.4,28.1,29.1
"272","Epinephelus costae",9224,"Epinephelus",5222,"(Steindachner, 1878)","Epcos_u1.jpg",798,7755,"fusiform / normal","R",0,0,0,1,"demersal","WaterAssumed",65.72,140,"SL",12382,"very high",0,0,0,0,0,1,0,0,0,1,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Found on sand, mud or rock bottoms (Ref. 6789).  Juveniles form small groups (Ref. 12382) in shallow water (Ref. 89707).  Feeds on crustaceans, mollusks, and fish (Ref. 12382).  Does not adapt well in aquariums (Ref. 12382).",0.5,0,14,1994-03-25,2291,2014-04-08,9224,"Epinephelus","Epinephelidae","Perciformes/Serranoidei","Teleostei","Osteichthyes","Chordata",37,9546,"native","Mediterranean and Black Sea","No",170.800003051758,3.86999988555908,13.4,19,27.5
"273","Epinephelus fasciatus",5348,"Epinephelus",5222,"(Forsskål, 1775)","Epfas_u0.jpg",798,7755,"fusiform / normal","R",0,0,1,1,"reef-associated","WaterAssumed",30.28,40,"TL",5222,"high",0,1,0,1,1,0,0,0,1,0,"never/rarely","never/rarely","commercial",1,"reports of ciguatera poisoning","no special ability",1,"Common in outer reef slopes at depths below 15 m, also occurs in protected bays and lagoons as shallow as 4 m.  May also be found down to a depth of 160 m.  At Madagascar it feeds night and day on brachyuran crabs, fishes, shrimps, and galatheid crabs (Ref. 6774).  In Kenyan waters it feeds on crabs, stomatopods, fishes, ophiuroids, and octopus (Ref. 6448).  In the Red Sea, mostly fishes and some crustaceans (mainly crabs) are consumed (Ref. 6699). Readily caught with hook-and-line, spear, traps, and gill nets (Ref. 39231)..",0.5,0,3,1992-03-28,97,2019-02-20,5348,"Epinephelus","Epinephelidae","Perciformes/Serranoidei","Teleostei","Osteichthyes","Chordata",NA,NA,NA,NA,"Yes",40,3.72000002861023,24.5,28,29
"274","Epinephelus geoffroyi",69479,"Epinephelus",93732,"(Klunzinger, 1870)",NA,798,7755,"fusiform / normal","R",NA,0,0,1,"reef-associated","WaterAssumed",39.78,40.7999992370605,"SL",93732,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,NA,NA,0,14,2021-06-28,NA,2021-06-29,69479,"Epinephelus","Epinephelidae","Perciformes/Serranoidei","Teleostei","Osteichthyes","Chordata",NA,NA,NA,NA,"Yes",49.7799987792969,3.8199999332428,NA,NA,NA
"275","Epinephelus malabaricus",6439,"Epinephelus",5222,"(Bloch & Schneider, 1801)","Epmal_u9.jpg",798,7755,"fusiform / normal","R",0,0,1,1,"reef-associated","WaterAssumed",40.44,234,"TL",5213,"very high",0,1,0,1,1,1,0,0,1,0,"commercial","never/rarely","never/rarely",1,"harmless","no special ability",1,"A common species found in a variety of habitats:  coral and rocky reefs, tide pools, estuaries, mangrove swamps and sandy or mud bottom from shore to depths of 150 m.  Solitary (Ref 90102). Juveniles found near shore and in estuaries; sex reversal probable; catch statistics poor being previously confused with <i>E. andersoni</i> (Ref. 4332).  Feed primarily on fishes and crustaceans, and occasionally on cephalopods (Ref. 9710).  Present in Hong Kong live fish markets (Ref. 27253). Widely used in mariculture mainly in the Far East (Ref. 43448).",0.5,0,14,1992-09-30,97,2018-04-05,6439,"Epinephelus","Epinephelidae","Perciformes/Serranoidei","Teleostei","Osteichthyes","Chordata",37,6760,"introduced","Mediterranean and Black Sea","Yes",234,4.15999984741211,24.3,28,29.1
"276","Epinephelus marginatus",6470,"Epinephelus",5222,"(Lowe, 1834)","Epmar_u2.jpg",798,7755,"fusiform / normal","R",0,0,0,1,"reef-associated","WaterAssumed",63.59,150,"TL",12382,"very high",0,0,0,0,1,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",1,"harmless","no special ability",1,"Adults prefer rocky bottoms (Ref. 5222), are solitary and territorial (Ref. 12382).  Juveniles are found closer to shore (Ref. 48605) in rocky tidal pools (Ref. 48609).  Enters brackish environments (Ref. 57293).  Mainly feed on crabs and octopi; larger individuals feed on a greater proportion of fishes, the majority of which are reef-associated species (Ref. 6842).  A protogynous hermaphrodite (Ref. 55367).  Mature individuals form spawning aggregations (Ref. 55367).  Utilized as a food fish (Ref. 171).  Readily caught by anglers (Ref. 5222).  Not adapted well in an aquarium (Ref. 12382).",0.5,1,14,1992-10-16,2,2017-11-13,6470,"Epinephelus","Epinephelidae","Perciformes/Serranoidei","Teleostei","Osteichthyes","Chordata",37,6792,"native","Mediterranean and Black Sea","No",150,4.09999990463257,13.3,19,25.8
"277","Epinephelus merra",4923,"Epinephelus",5222,"Bloch, 1793","Epmer_u2.jpg",798,7755,"fusiform / normal","R",0,0,0,1,"reef-associated","WaterAssumed",29.28,36.5,"TL",125599,"very high",0,0,0,1,1,0,0,0,1,1,"commercial","never/rarely","public aquariums",1,"reports of ciguatera poisoning","no special ability",1,"A solitary fish, in coastal and offshore reefs usually in less than 20 m depth (Ref. 90102); also very common in shallow lagoon and semi-protected seaward reefs. Juveniles are common in thickets of staghorn <i>Acropora</i> corals.  Feed on crustaceans and fishes.  Increase of piscivory with age is observed in this species.  Neither opercular spine nor anterolateral glandular grooves with venom gland is present (Ref. 57406).  Current information in the table (dangerous fish) do not match; needs verification. Cultured under experimental conditions in the Philippines (Ref. 4757).  In the Hong Kong live fish markets (Ref. 27253). It is important to artisanal fisheries because of its abundance in shallow water and caught with handlines, fish traps, and spear (Ref. 39231).",0.5,0,2,1992-01-31,2291,2022-02-09,4923,"Epinephelus","Epinephelidae","Perciformes/Serranoidei","Teleostei","Osteichthyes","Chordata",NA,NA,NA,NA,"Yes",36.5,3.74000000953674,24.6,27.8,29
"278","Epinephelus tauvina",4461,"Epinephelus",5222,"(Forsskål, 1775)","Eptau_u0.jpg",798,7755,"fusiform / normal","R",0,0,0,1,"reef-associated","WaterAssumed",59.27,100,"TL",89972,"very high",0,1,0,1,1,1,0,0,1,1,"commercial","never/rarely","never/rarely",1,"reports of ciguatera poisoning","no special ability",1,"Adults prefer clear water areas on coral reefs; juveniles have been taken from reef flats and in tide pools, adults found in deeper waters.  Solitary and common in lightly fished areas (Ref. 37816).  Adults from Oceania almost exclusively feed on fishes (holocentrids, mullid, and pomacentrid); and occasionally, crustaceans (Ref. 89707).  Present in the Hong Kong live fish markets (Ref. 27253).  Minimum depth reported taken from Ref. 30874.  Occasionally ciguatoxic (Ref. 37816).  Reports of sizes in excess of 80 cm total length for <i>E. tauvina</i> are probably based on misidentifications of <i>E. coioides</i>, <i>E. malabaricus</i>, and <i>E. lanceolatus</i>; these species grow much bigger than <i>E. tauvina</i> (Ref. 5222, Heemstra pers. comm. 09/04).
.",0.5,0,3,1991-06-20,2,2014-11-26,4461,"Epinephelus","Epinephelidae","Perciformes/Serranoidei","Teleostei","Osteichthyes","Chordata",37,4659,"introduced","Mediterranean and Black Sea","No",100,4.13000011444092,19.6,26.2,28.2
"279","Equulites klunzingeri",27024,"Equulites",6757,"(Steindachner, 1898)","Eqklu_u0.jpg",318,9551,"fusiform / normal","O",0,0,0,1,"demersal","WaterAssumed",31.84,13.3999996185303,"SL",120651,"high",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Inhabits coastal waters and feeds on bottom invertebrates.  Reproduces in the summer months (Ref. 6757).",0.500999987125397,0,97,1997-05-27,2237,2020-09-03,27024,"Equulites","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes","Chordata",37,21142,"introduced","Mediterranean and Black Sea","Yes",16.3500003814697,3.5,24.5,26.5,29.3
"280","Equulites popei",4450,"Equulites",120651,"(Whitley, 1932)","Leelo_u0.gif",318,9551,"fusiform / normal","r",0,0,0,1,"demersal","WaterAssumed",13.8,12,"TL",30573,"high",0,0,0,1,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Inhabits shallow waters, usually in schools near the bottom.  Feeds mainly on small crustaceans, polychaetes and algae (Ref. 30573).",0.500999987125397,0,2,1991-06-19,14,2019-07-11,4450,"Equulites","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes","Chordata",37,4648,"introduced","Mediterranean and Black Sea","Yes",12,2.91000008583069,22.1,27.3,28.4
"281","Eretmophorus kleinenbergi",57270,"Eretmophorus",4774,"Giglioli, 1889","Erkle_u0.gif",180,2089,"elongated","R",0,0,0,1,"benthopelagic","WaterAssumed",10,8.89000034332275,"SL",48606,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Perhaps the early stage of a known species of Moridae, or else neotenic (Ref. 4774).",1,0,303,2000-10-02,97,2003-09-04,57270,"Eretmophorus","Moridae","Gadiformes","Teleostei","Osteichthyes","Chordata",37,46901,"native","Mediterranean and Black Sea","No",10.8500003814697,3.40000009536743,11.3,13.7,15.3
"282","Etmopterus spinax",687,"Etmopterus",247,"(Linnaeus, 1758)","Etspi_u3.jpg",638,4127,"elongated","R",0,0,0,1,"bathydemersal","WaterAssumed",62.56,60,"TL",247,"unknown",0,0,0,0,0,1,0,0,1,1,"never/rarely","never/rarely","never/rarely",0,"harmless","electrosensing only",1,"Found on the outer continental shelves and upper slopes.  Feeds on small fishes, squids, and crustaceans.  Ovoviviparous, with number of young from 6 to 20 in a litter.  Utilized for fishmeal and prepared dried salted for human consumption. Depth range reported at 70m-2000m in Ref. 35388.",0.5,0,23,1992-06-15,393,2021-07-07,687,"Etmopterus","Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes","Chordata",37,703,"native","Mediterranean and Black Sea","No",60,4.1399998664856,5.8,9.2,14.2
"283","Etrumeus golanii",66829,"Etrumeus",91762,"DiBattista, Randall & Bowen, 2012","Etgol_u0.jpg",683,224,"elongated","O",0,0,0,1,"pelagic-neritic","WaterAssumed",17.95,20.7999992370605,"SL",91762,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,NA,0.509800016880035,0,14,2013-03-18,NA,2013-03-25,66829,"Etrumeus","Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes","Chordata",37,57731,"introduced","Mediterranean and Black Sea","Yes",25.3799991607666,3.45000004768372,NA,NA,NA
"284","Etrumeus sadina",1455,"Etrumeus",91762,"(Mitchill, 1814)","Etter_u2.jpg",683,224,"elongated","R",1,0,0,1,"pelagic-neritic","WaterAssumed",15.77,33,"TL",56557,"medium",1,0,0,0,0,1,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Mainly inshore but has been occasionally taken 120 km from the Ecuador coast (Ref. 9291); also occur on shelf edge or surface (Ref. 11230), and between 50-150m (Ref. 028016).  Usually occur in large schools (Ref. 2850).  Epipelagic (Ref. 58302).  Feed mainly on euphausiids and copepods (Ref. 9291).  Oviparous, with planktonic eggs and larvae (Ref. 35601).  Marketed fresh, salted and canned.  Also processed into fishmeal (Ref. 9291).",0.509800016880035,0,3,1990-10-17,2291,2014-10-25,1455,"Etrumeus","Dussumieriidae","Clupeiformes","Teleostei","Osteichthyes","Chordata",37,1648,"native","Mediterranean and Black Sea","No",33,3.55999994277954,7.3,20.3,26.7
"285","Eutelichthys leptochirus",57347,"Eutelichthys",4702,"Tortonese, 1959",NA,615,3427,"Elongated","R",0,0,0,1,"bathydemersal","WaterAssumed",10,5.09999990463257,"SL",4702,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Also pelagic.  Apparently occurring peripherally at bathyal depths around the western basin of the Mediterranean (Ref. 4702).",1,0,303,2000-10-11,65,2021-10-19,57347,"Eutelichthys","Liparidae","Perciformes/Cottoidei","Teleostei","Osteichthyes","Chordata",37,46940,"endemic","Mediterranean and Black Sea","No",6.21999979019165,3.24000000953674,13.1,13.2,13.2
"286","Euthynnus alletteratus",97,"Euthynnus",168,"(Rafinesque, 1810)","Euall_u0.jpg",416,7010,"fusiform / normal","R",0,0,1,1,"pelagic-oceanic","WaterAssumed",40.63,122,"TL",26340,"medium",1,1,0,1,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",1,"reports of ciguatera poisoning","no special ability",1,"Found in neritic waters close inshore (Ref. 13628).  This schooling species is an opportunistic predator which feeds on virtually everything within its range, i.e. crustaceans, fishes (mainly clupeoid), squids, heteropods and tunicates.  Eggs and larvae are pelagic (Ref. 6769).  Specialized traps (madragues) are used in Tunisia and Morocco.  Diving bird flocks may indicate large schools (Ref. 9710).  Utilized fresh, dried-salted, smoked, canned and frozen (Ref. 9987).  A popular game fish (Ref. 9710).",0.625,0,5,1990-10-17,1,2019-12-18,97,"Euthynnus","Scombridae","Scombriformes","Teleostei","Osteichthyes","Chordata",37,111,"native","Mediterranean and Black Sea","No",122,4.28000020980835,11.5,23.3,27.8
"287","Eutrigla gurnardus",68,"Eutrigla",3397,"(Linnaeus, 1758)","Chgur_u6.jpg",266,7245,"elongated","O",0,0,1,1,"demersal","WaterAssumed",55.31,60,"TL",3397,"high",0,0,1,0,0,1,0,0,0,1,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Common on sandy grounds, sometimes on rocky bottoms, and also on mud between coastline to 140 m depth.  Up to depth of 340 m in the eastern Ionian Sea (Ref. 56504).  Feeds on crustaceans, mostly shrimps and shore crabs; fishes, mostly gobies, flatfish, young herring and sand eels.  Makes croaking sounds (Ref. 9987).  Utilized fresh and frozen; eaten fried and baked (Ref. 9987).",1,0,1,1990-10-17,65,2014-02-27,68,"Eutrigla","Triglidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes","Chordata",37,78,"native","Mediterranean and Black Sea","No",60,3.86999988555908,7.3,10.1,13.5
"288","Evermannella balbo",1796,"Evermannella",4478,"(Risso, 1820)","Evbal_u0.jpg",173,8994,"elongated","R",0,0,0,1,"bathypelagic","WaterAssumed",10.56,16.8500003814697,"SL",4478,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Oceanic and mesopelagic, most adults found between 400-1,000 m (Ref. 4478).  Feeds on midwater fishes (Ref. 4763).",0.535199999809265,0,3,1990-10-25,113,1999-09-02,1796,"Evermannella","Evermannellidae","Aulopiformes","Teleostei","Osteichthyes","Chordata",37,1992,"native","Mediterranean and Black Sea","No",20.5599994659424,4.19999980926514,4.1,8.5,13.9
